07:10 HC 2024-07-08
codigo_postal,direccion_fisica,tipo_envio,forma_pago
J0388HKJ,Atlantico 456.,1,1
66901,San Martin 456.,3,1
X80X43,Pacifico 2468.,1,1
97153X5,Del $ol 2468.,1,2
D0709CZD,Del $ol 987.,4,1
X2X1,Libertad 987.,5,2
3221766,Atlantico #999.,6,2
76844-011,Ouvidor 2468.,3,1
679098,Bolivar 456.,2,2
9254221,Pacifico #999.,3,2
H0650FEU,Revolucion 2468.,0,2
02091,Revolucion 2468.,6,1
092678,AMerica #999.,0,2
71X00,Atlantico 2468.,4,2
62X766,Los Andes #999.,2,1
50177-002,Vieira Souto 2468.,5,2
931475,Los Andes 1357.,0,2
591X704,Pacifico 123.,5,1
052X7-548,Ouvidor 456.,3,2
4259450,Revolucion 2024.,2,1
2185,AMerica 2024.,0,1
L3008JWW,Revolucion #999.,4,2
X63935,Los Andes 2024.,4,2
Z5909EOJ,Atlantico 123.,4,1
5713,San Martin 1357.,4,2
0994420,San Martin 456.,3,2
9803,Bolivar 2024.,4,2
0055767,Libertad 456.,6,1
3054,Pacifico 2468.,6,1
2544611,Bolivar #999.,2,2
07000-X3X,Vieira Souto 2468.,2,2
50540,Del $ol #999.,4,2
52X52,Independencia 456.,1,1
9043076,Revolucion #999.,5,1
0620223,Pacifico 2468.,5,1
796145,AMerica 1357.,0,2
10X9980,Los Andes 123.,1,2
78830,Revolucion #999.,0,1
08314,San Martin 456.,1,2
84186-118,Das Flores 1357.,2,1
20522,Del $ol 123.,4,2
00918,Revolucion 987.,2,2
J5470QQJ,Atlantico 456.,2,2
M8606ZZQ,Independencia 456.,3,2
81082,Los Andes 2468.,4,1
S9512CJR,Pacifico 1357.,5,1
89995-710,Das Flores 1357.,3,1
71202,Los Andes 1357.,0,2
2809,Los Andes #999.,0,2
X652,Del $ol 2468.,1,1
301X6,Revolucion 2468.,5,1
2X70,Del $ol 456.,6,2
800883,Del $ol #999.,1,2
30047-171,Bra$il 123.,3,1
50100,Del $ol 1357.,4,2
2769785,AMerica 123.,0,2
52864-327,DO Porto 123.,2,1
0746,Del $ol 1357.,4,2
46170,Los Andes 987.,1,1
16574,Libertad 2468.,0,2
R2672BAQ,Atlantico 2468.,0,2
9359020,Atlantico 123.,2,1
701695,AMerica 987.,1,2
89665-380,Ouvidor 987.,1,2
47514-092,DO Porto 2024.,0,2
2138186,AMerica 2468.,5,2
40958-X09,Das Pedras 987.,6,1
90000-75X,Bra$il 987.,5,2
1120023,Revolucion 2468.,3,1
02467,Libertad 2024.,0,1
3000610,Independencia 2468.,4,1
X6873DTT,Pacifico 987.,1,2
2337,Del $ol 2024.,0,2
1106358,Los Andes 123.,6,2
3982,Del $ol 2024.,4,2
I5090HDF,Atlantico #999.,5,1
201095,Atlantico 456.,4,2
8083242,Libertad 2468.,1,1
9413203,Bolivar 2468.,3,2
S2870QLR,Libertad 2468.,0,1
73X050,Pacifico 123.,3,1
D1830KKR,Del $ol #999.,5,2
814X10,Revolucion #999.,2,2
67151-848,Das Flores 1357.,5,1
6519079,AMerica 123.,0,2
M4259JTW,Revolucion 2468.,5,1
M7X52UCS,Libertad 123.,6,1
0438X4,Los Andes 2468.,2,1
L0072DIH,Libertad 2468.,4,2
5087X,Atlantico #999.,2,1
D8328LEJ,Libertad 2468.,0,1
20892-122,Vieira Souto 123.,6,2
O8005HEG,AMerica 1357.,4,1
393748,Libertad #999.,1,2
U0012WHL,Del $ol 456.,4,1
E9971LEA,Libertad 1357.,2,2
D4740UUK,Pacifico 2468.,3,2
8815058,Revolucion 2024.,2,2
0353,Revolucion 123.,4,1
X2577X2,Del $ol #999.,2,2
A8430DSS,Atlantico 1357.,5,1
2435X-727,Das Flores 2468.,2,2
06111,AMerica 456.,3,2
3767,Revolucion 1357.,3,2
91295-100,Das Flores 2024.,3,1
0601007,Revolucion 2468.,3,1
131093,Bolivar 1357.,6,1
40X57-X50,Das Pedras 2468.,1,2
L2609UJM,San Martin 2024.,5,2
6334004,Del $ol 987.,3,2
01X0X-304,Bra$il #999.,3,2
5322,Libertad 2468.,1,1
333115,Independencia 2024.,5,1
53428-7X9,Paulista 2024.,1,2
49615-X64,Oscar Freire 1357.,2,1
84926,San Martin 2468.,5,2
688916,Independencia 2024.,3,2
8457,Bolivar 456.,0,1
000057,Del $ol 1357.,3,1
35X7,Independencia 123.,6,1
55478,Independencia 2468.,2,2
19370,Los Andes 1357.,4,2
3393333,Independencia 2468.,1,2
4162940,Revolucion #999.,2,1
605813,Revolucion #999.,6,1
806408,Los Andes 987.,3,1
QX621MDG,Revolucion 2468.,1,1
P2355XAU,AMerica 1357.,4,1
Y5306EJJ,Independencia #999.,6,1
737X3,Libertad 987.,6,2
10600,Atlantico 456.,5,1
7349470,Libertad 123.,5,2
01640-084,Vieira Souto 1357.,6,1
6793307,Del $ol #999.,2,2
5183436,Los Andes 2024.,3,2
76X22-490,Vieira Souto #999.,0,1
8504,San Martin 456.,2,1
P0XX0SPV,Del $ol 456.,6,1
385860,Del $ol 456.,4,1
0208,Los Andes 987.,4,1
X14045,Independencia 123.,3,2
I2635RFH,San Martin 456.,5,1
2867,Atlantico 2024.,3,2
D8591YNE,Independencia #999.,6,2
9066236,Revolucion 2024.,4,2
00037-140,Oscar Freire 1357.,4,1
3594994,San Martin 123.,4,1
F3231XKT,Atlantico 456.,3,2
ZX0X9WSZ,San Martin 987.,4,2
606X20,Pacifico 123.,2,2
35140,Pacifico #999.,0,2
6231,Independencia 123.,5,1
7859190,Independencia 123.,0,2
8867,Revolucion #999.,5,1
2957,Del $ol 123.,0,1
80109-070,Vieira Souto 2468.,6,2
T7193LZB,San Martin 1357.,6,2
14961,Los Andes 456.,2,2
51112,Del $ol 987.,6,1
Y2430TVI,Bolivar 123.,5,2
R8790JXZ,Los Andes 123.,2,2
076060,Independencia 1357.,6,2
25732,Revolucion 456.,6,2
0589867,Los Andes 456.,0,1
61808-X22,Oscar Freire 123.,4,1
544503,Revolucion 987.,5,1
0700,Los Andes 123.,2,2
0632699,Del $ol 2468.,4,2
2618,San Martin 2468.,3,2
H0861HSB,San Martin 2468.,2,1
D7127QVQ,San Martin 2468.,4,1
S0X94CYY,Los Andes 987.,2,1
O3041BAP,Del $ol 123.,3,2
605691,Independencia 123.,0,1
4415661,Los Andes 2468.,0,2
5444,Los Andes 456.,0,2
6032939,Independencia 456.,0,1
7117,Revolucion 2468.,2,2
J2X84YWK,Libertad 456.,4,1
335500,Pacifico 987.,0,2
60809,Pacifico #999.,3,2
57039-379,Ouvidor #999.,6,2
G0096KIU,Atlantico 456.,3,2
019452,Revolucion #999.,3,2
09751-823,DO Porto 123.,0,2
12151,Revolucion #999.,4,1
M0006RMS,Atlantico 123.,0,2
36X948,Pacifico 2468.,3,2
W4056HCS,Pacifico 2468.,1,1
6902540,Revolucion 1357.,0,1
107X019,Libertad 2024.,6,2
8701060,San Martin 456.,5,2
O6160CHV,Del $ol 1357.,1,1
3093,San Martin 1357.,5,2
594820,Pacifico 1357.,0,2
501X47X,Independencia 2468.,4,1
2673,Atlantico #999.,1,2
2X99113,Independencia 987.,2,1
E9183LOF,San Martin 2468.,0,2
52569X,Pacifico 123.,6,2
677833,AMerica 2024.,3,2
Z6107HDT,Los Andes 987.,3,1
35073,Independencia 2468.,1,1
60XX549,Los Andes 123.,0,2
4851834,Atlantico 2024.,4,1
300270,Independencia 1357.,6,2
10461-884,Das Flores 2024.,2,2
884X6-133,Ouvidor 987.,4,2
527044,Revolucion #999.,6,2
9858,Revolucion 1357.,6,1
1374282,Del $ol 2024.,3,2
92627,Independencia 123.,3,1
7030217,Independencia 123.,6,2
9494,Libertad #999.,5,2
04990-853,Oscar Freire 2024.,5,1
56576-367,Oscar Freire 987.,0,1
060803X,Los Andes 1357.,5,1
68306-107,Das Flores 123.,3,2
L3339DZM,Del $ol #999.,0,1
343700,Independencia 2468.,4,1
68308X,Bolivar 1357.,2,1
96832,Revolucion #999.,3,2
32266,AMerica 987.,4,2
273X54,Atlantico #999.,2,2
12518,Revolucion 456.,1,2
4716,Revolucion #999.,5,2
0025,Revolucion 1357.,2,2
4786,Del $ol 2468.,0,1
28957,Libertad 123.,5,2
8031,Pacifico 987.,3,2
602997,AMerica 123.,4,1
X0072ALF,Revolucion #999.,0,1
Q470XEKN,Libertad 2468.,2,2
49081-122,Paulista 456.,5,1
291675,Los Andes 123.,6,1
35745,Independencia #999.,6,2
M1366CWH,Independencia 456.,4,1
42610X6,San Martin 2468.,0,1
645148,Bolivar #999.,5,1
H1040RMP,Atlantico 987.,0,2
D1988XLR,Pacifico 2468.,6,2
3651288,Atlantico 456.,3,2
T7019GEQ,Bolivar 2024.,3,2
12863X,Revolucion 456.,5,1
0507386,Independencia 123.,1,1
755182,Atlantico 2024.,5,2
650000,Del $ol 456.,5,1
Q5672UYS,Bolivar 456.,1,1
825362,San Martin 2024.,5,1
8249563,AMerica 1357.,5,2
00598,Atlantico 456.,1,2
H6110EBY,Pacifico 2024.,0,2
100698,Atlantico 1357.,5,1
3530,Del $ol 1357.,5,1
3543314,Revolucion 2468.,4,2
615202,Del $ol 2024.,0,2
87X816,Revolucion 2468.,1,1
35708,Revolucion 987.,5,1
2238,Pacifico 2024.,2,2
X7232POA,Los Andes 1357.,4,1
400338,Pacifico 987.,2,1
M07X7OFO,San Martin 987.,1,1
474X0,Pacifico 987.,5,1
66827-082,Bra$il 987.,6,2
38413,Bolivar 1357.,6,2
840576,San Martin 987.,5,2
B0757DOT,Libertad 987.,5,2
715203,AMerica 123.,0,1
61809-177,Paulista 456.,5,1
19544,Atlantico 456.,5,1
3081,Revolucion 1357.,3,2
0065X,Pacifico 2024.,5,2
51400-944,Bra$il 987.,6,2
7875653,Del $ol #999.,0,1
2X14405,Revolucion 123.,4,2
00168,San Martin 456.,3,2
992397,San Martin #999.,1,2
4451,Pacifico 1357.,6,1
21410-182,Bra$il 1357.,2,1
X0863X2,Bolivar 2024.,4,2
7563,Bolivar #999.,2,2
54X09-8X9,DO Porto 987.,2,2
099069,Del $ol #999.,3,2
X500069,Del $ol 2024.,1,1
M1272NDW,Los Andes 123.,4,1
18205-116,Vieira Souto #999.,3,2
U0464TWT,Independencia 123.,1,2
2680071,Bolivar 2468.,5,1
A2882AYM,Atlantico 987.,5,2
0546626,AMerica 2024.,4,2
21X2X2,Independencia 456.,2,1
0090X,Pacifico #999.,1,2
G0012IIO,Del $ol 987.,2,2
9X72,Los Andes 2024.,0,2
1X49,Bolivar 2468.,2,1
401493,Los Andes 2468.,2,2
4603,AMerica 456.,1,1
7402,Pacifico #999.,5,2
791755,Pacifico #999.,6,1
5596,Pacifico 2468.,6,2
5027,Bolivar #999.,6,1
I4281SZE,Atlantico 456.,5,2
M5411EMM,AMerica 2468.,5,2
G3267RHB,Pacifico 987.,2,2
S3803OPX,Los Andes 123.,0,2
9580326,Independencia 987.,1,1
364020,Atlantico 2468.,1,2
360X231,AMerica 2468.,4,2
2508,Independencia 1357.,5,2
8766X1,Pacifico 2468.,3,1
7936,AMerica 2468.,0,1
B1530BTF,Atlantico 123.,2,2
48777,Pacifico 123.,2,2
J3019LKL,Del $ol 2468.,5,2
47476-607,Paulista 456.,1,1
G9955MIC,Atlantico 2024.,3,1
8120056,Del $ol #999.,5,2
596034,Independencia 1357.,2,2
5X8449,San Martin #999.,5,1
34948-860,Rio Branco 2468.,0,1
1039,Independencia 123.,3,2
04232-602,Vieira Souto 2024.,5,1
69593,Del $ol 1357.,4,1
X925,Libertad 1357.,5,2
79441-011,Vieira Souto 2024.,5,2
7X771,Atlantico 123.,0,2
R2061IQY,AMerica 987.,3,1
7175,Del $ol 987.,2,1
840494,Del $ol 2024.,0,1
106311,Bolivar 1357.,6,2
8214X,Bolivar 987.,0,1
D0028ZTP,Los Andes 987.,6,2
9095,Independencia #999.,4,1
I7617VFC,Pacifico 1357.,3,2
7076,Atlantico 456.,3,2
9816,Libertad 123.,5,1
16436,Los Andes 987.,0,2
Y5860POM,Atlantico 123.,3,2
508049,Pacifico 456.,5,1
2798250,San Martin #999.,0,1
90217,Pacifico 123.,3,1
M9582SCX,AMerica 123.,0,1
NX714GFP,Revolucion 123.,5,2
771061,Libertad 123.,0,1
084110,Los Andes 987.,5,1
0558,AMerica 456.,1,1
8187,AMerica 1357.,2,2
48X1X,AMerica 2468.,5,1
O4502VTV,Independencia 456.,5,1
03050-428,DO Porto 456.,2,1
10604-906,Oscar Freire 1357.,4,1
535825,Pacifico 2024.,0,2
30130-235,Vieira Souto 1357.,0,1
9276989,San Martin 2024.,2,2
00262-540,Das Flores 987.,5,1
51174-228,DO Porto 2468.,3,1
V6X71TMO,Del $ol 987.,2,1
0395X,San Martin 456.,2,2
U7212JCF,Independencia 2024.,0,2
2347,AMerica 2468.,6,1
4924,Independencia 456.,1,1
T5846KCO,AMerica 987.,6,2
94916X,Bolivar 456.,6,2
M9188TGZ,Revolucion 456.,1,1
90004,Los Andes 2024.,3,2
3X42,Bolivar 456.,3,2
08464-993,Vieira Souto 2024.,2,2
77041,Pacifico 2024.,6,2
8249347,Pacifico 456.,4,2
4473010,Independencia 2024.,4,2
F09X4FWK,Los Andes 2024.,2,1
210934,Independencia 987.,4,1
8X904,Revolucion #999.,5,2
A08X3ZYA,Libertad 987.,0,2
03009-X34,Das Pedras 2468.,3,1
82469-162,Das Pedras 123.,2,2
88000-168,Paulista 987.,5,2
J6565VLC,Pacifico 123.,6,2
7741,Pacifico 456.,1,2
80550-150,Bra$il #999.,0,2
013106,AMerica 456.,2,1
89476-036,Das Flores 2024.,4,2
03940,Libertad 2024.,6,2
51663-022,Vieira Souto #999.,4,1
B7215SDD,Del $ol 2468.,1,1
9X90300,Bolivar 2468.,4,2
0999,Libertad 987.,3,1
478002,Del $ol 456.,5,2
22895,Del $ol 987.,0,2
K0304PRV,Libertad 123.,4,2
79170,San Martin #999.,4,1
14832-521,Ouvidor 2024.,3,1
80467,Revolucion 456.,2,2
72549-573,Ouvidor 2468.,1,2
0369002,AMerica 987.,4,2
09550,San Martin 1357.,5,1
80927,Libertad 2468.,3,1
5580103,Independencia 987.,0,1
R8459RSP,Revolucion 1357.,2,2
3043093,Atlantico 987.,6,2
1522,Pacifico 987.,6,1
21366-149,Paulista 987.,2,1
0510072,San Martin 987.,2,1
A6401MCH,Los Andes #999.,3,1
J7304KDZ,Independencia #999.,2,2
030002,Bolivar 456.,3,2
2265577,Independencia 987.,0,1
6902,Del $ol 123.,4,1
X0083-358,Ouvidor 123.,3,2
55043-740,Ouvidor 123.,4,1
3117774,Del $ol 2468.,1,2
9170,AMerica 2468.,5,2
530996,Pacifico 987.,1,1
60477,Los Andes 123.,3,2
86819,Bolivar 1357.,1,1
6069935,Libertad #999.,2,2
267409,Bolivar 2468.,2,2
8130029,Del $ol 1357.,2,1
P4813EST,San Martin 2468.,2,1
S6331MOG,Pacifico 123.,2,1
33000,Independencia #999.,5,1
73378-727,Paulista 2024.,5,1
1697,Atlantico 456.,3,2
26242-63X,DO Porto #999.,0,1
10548-075,Vieira Souto 1357.,0,1
98621,Atlantico 456.,4,1
458143,Libertad 987.,1,1
32315,Pacifico 2024.,3,2
98816-279,Das Flores 987.,2,2
30792,Independencia 2468.,1,1
20338-120,Bra$il 2024.,0,1
63921-601,DO Porto 987.,3,1
2610,Del $ol 456.,5,2
3953,Del $ol 123.,1,2
H7500IRS,Revolucion 987.,2,2
85845,Bolivar 2468.,2,2
131179,Del $ol 1357.,0,1
0307388,Revolucion 1357.,1,2
781489,Revolucion 2024.,4,2
6477,AMerica 2024.,3,1
X9750-836,Bra$il 2468.,0,2
5800097,Del $ol 987.,4,2
09930-800,Bra$il 987.,4,2
C3038HAN,Revolucion 123.,3,2
172268,Revolucion 1357.,3,2
5615372,Revolucion 2024.,4,1
99X0X8,Pacifico #999.,0,2
Q8302VXC,Independencia 1357.,0,2
28701-99X,Ouvidor 1357.,4,2
26333,Independencia #999.,1,2
00369,Del $ol 2468.,5,1
404072,Del $ol 987.,6,1
0943X-72X,DO Porto 2024.,4,1
X8X584,Independencia 987.,1,1
34252-204,Vieira Souto 456.,5,1
56110,Pacifico 987.,0,1
2928,Los Andes 456.,1,2
21490,AMerica 987.,2,2
718006,Atlantico 456.,6,1
061070,Pacifico 2024.,1,2
86714-509,Rio Branco 1357.,5,1
257020,Del $ol 456.,3,2
L2050SLF,Libertad 1357.,2,1
X07830,Libertad 2468.,0,2
4X44,Independencia 987.,6,2
7228839,Los Andes 123.,5,1
3234,Pacifico #999.,1,2
3272468,Atlantico 2468.,1,2
1991477,Atlantico 456.,3,2
I8056JZA,Bolivar 1357.,3,2
7950,Atlantico 2024.,1,2
4599,Independencia 2024.,6,1
100X0,Revolucion 987.,2,1
61552,Pacifico #999.,2,2
9217,San Martin 456.,5,2
G1361PDB,Pacifico 1357.,0,2
0962,Revolucion 2468.,2,2
31571,Libertad #999.,1,2
6099X-037,Das Flores 123.,1,1
3740,Bolivar 2024.,6,1
3480,Pacifico 123.,0,2
E8272PPF,Pacifico 123.,6,2
7481230,Del $ol 1357.,4,1
O7600YNV,Los Andes 456.,5,2
11068,Independencia 456.,6,1
76890-861,Oscar Freire 1357.,1,2
628961,Del $ol 456.,1,2
X4520-23X,Paulista 1357.,6,1
5907,AMerica 456.,2,2
60798,San Martin 123.,0,2
7099X2,Atlantico 987.,4,2
6527,Revolucion 2024.,3,1
67808-955,Das Flores #999.,3,2
5010188,Bolivar 987.,2,2
43826-9X6,Oscar Freire 123.,5,1
61694,Libertad 456.,4,1
04007,Independencia 2468.,4,1
FX0X4GRE,Libertad #999.,6,2
03194-85X,DO Porto 1357.,2,1
1419018,San Martin 123.,2,2
L6295VAG,Bolivar 123.,2,1
A6170ZAD,Independencia 123.,1,2
0730,Libertad 2468.,4,2
009221,Atlantico #999.,2,1
3023,Libertad 2024.,5,1
07X58-093,Das Flores 2468.,2,2
580868,Revolucion 1357.,6,1
8420116,Independencia #999.,2,2
996403,San Martin 987.,3,1
31387-29X,Oscar Freire 123.,1,2
320209,Independencia 1357.,1,2
09235,Los Andes 2468.,0,1
23390-4X7,Rio Branco 456.,4,1
593855,Pacifico 123.,1,1
58030-149,DO Porto 2024.,2,1
80850,Atlantico 2468.,0,1
X277066,Revolucion 456.,4,2
X5210,AMerica 1357.,4,2
646747,Bolivar 2468.,4,2
78532-962,Bra$il 987.,0,1
500973,San Martin 1357.,3,1
Q1073EEF,Del $ol 987.,0,2
4382579,Los Andes 1357.,3,1
I5613CTC,Libertad 987.,5,1
93569-524,Das Pedras 123.,3,1
J6300RCZ,Revolucion #999.,0,2
00XX70,Revolucion 2468.,4,2
N39X0RPB,Del $ol 2468.,5,2
R4740JBY,Pacifico 2024.,2,2
0500027,San Martin 2468.,2,2
0666350,Pacifico 123.,1,1
J0501TBM,AMerica 123.,1,1
50527-X13,Das Flores 2024.,0,1
X129,San Martin 1357.,0,2
76X05-020,Das Flores 987.,6,2
78820,Atlantico 2024.,4,2
23018-692,Paulista #999.,6,1
0385271,Revolucion 456.,4,2
00644-947,Paulista 2468.,0,1
401803,San Martin 456.,1,2
9705976,Del $ol 123.,4,2
19X5,San Martin 123.,6,1
100X7-990,Vieira Souto 123.,0,2
16142,Los Andes #999.,2,1
702243,Los Andes 2468.,4,2
L3093YNS,Revolucion 2468.,1,1
P4286ARA,AMerica 987.,1,1
3972716,Libertad 1357.,5,1
C9707TJW,Bolivar 456.,5,1
40186-09X,Oscar Freire #999.,4,2
Z2609ZGA,Revolucion 123.,6,2
L0327MYM,San Martin 2468.,5,2
7146739,AMerica 456.,4,1
X6609,Atlantico 123.,1,1
8357710,Libertad #999.,0,2
00590-751,DO Porto 1357.,5,2
7197002,Los Andes 2024.,3,1
49880,AMerica 456.,3,1
J9212NPU,Bolivar #999.,3,2
148510,San Martin #999.,3,1
76913,Atlantico 1357.,1,2
0338186,Del $ol 456.,0,2
N2940FXY,Atlantico 1357.,0,2
94697-X88,Ouvidor 2468.,3,1
0987,Revolucion 1357.,5,2
8X600,Pacifico 2024.,1,2
0579002,San Martin 123.,5,2
87018-800,Ouvidor #999.,1,2
04X06,Pacifico #999.,2,2
345159,Pacifico 2024.,5,1
L854XNRU,San Martin 2468.,0,2
949X2-819,DO Porto 1357.,3,2
9045275,Libertad 2024.,1,1
75XX071,AMerica #999.,1,1
949720,Pacifico #999.,5,1
E8676LGH,Atlantico 987.,5,1
71388,San Martin 987.,1,1
5103,AMerica 123.,6,2
0382,San Martin 2468.,2,2
72740-800,DO Porto 2024.,0,1
52290-490,Ouvidor 987.,4,2
63228-580,Vieira Souto 987.,3,1
O9930CEE,Los Andes #999.,2,1
703621,Los Andes 1357.,1,2
D0996LHH,Atlantico 456.,6,1
1169,Bolivar #999.,2,1
4058739,Revolucion 456.,5,1
05620-802,Oscar Freire 2468.,6,2
66423X1,Libertad #999.,5,2
87146X6,San Martin 2468.,5,2
7200242,Bolivar 2024.,5,1
2596,Atlantico 1357.,2,2
48X8,Del $ol #999.,6,2
G2060ZYL,Pacifico 456.,3,1
3295770,Independencia 2024.,2,1
69040,Libertad 2024.,4,1
4209303,AMerica 123.,5,2
234364,Independencia 2468.,3,2
N8416LZG,Bolivar 1357.,2,1
11535,Bolivar 1357.,5,1
701002,Los Andes 1357.,5,1
799992,AMerica 456.,3,2
91960-696,DO Porto #999.,3,1
77061-733,Das Flores 123.,4,2
0085,Bolivar #999.,5,1
69282,Revolucion 2024.,1,2
F0X15TUA,Atlantico 1357.,0,1
63932,Los Andes 2468.,3,1
H0048ZXS,Libertad 2024.,1,1
39282,Atlantico 2468.,4,2
6562X,Libertad 2468.,3,1
599401,Atlantico 456.,2,2
J8766JLC,Independencia 123.,4,2
H3822ATS,Independencia 456.,5,1
TX398YHT,San Martin 456.,3,1
92816,Independencia 1357.,1,2
52095-042,Bra$il 2468.,3,2
423X4,Atlantico 2024.,2,1
8494947,Libertad 2024.,2,2
F2919WYJ,Revolucion #999.,0,2
FX773BNR,Pacifico 1357.,1,2
05030-419,Paulista 123.,0,1
0505,Atlantico #999.,0,2
124061,Pacifico #999.,3,2
N7849IIG,Atlantico 2468.,4,2
H4606OVH,San Martin 2468.,3,1
05834,Los Andes 1357.,4,2
047887,Independencia 456.,4,2
227769,Los Andes 2024.,4,2
786X2X,Pacifico #999.,2,2
YX043UMG,Libertad 1357.,5,1
925508,Independencia 1357.,0,1
073X1,Libertad 2024.,1,2
17656,Libertad 2468.,1,1
12798-681,Das Pedras 456.,4,2
10277-201,Oscar Freire #999.,1,2
3XX13,Independencia 456.,0,1
85651,AMerica #999.,2,1
69602-230,DO Porto 2024.,3,1
8346111,Del $ol 456.,3,1
726161,Independencia 456.,2,1
X40215,San Martin 2024.,1,1
W0115UEB,Libertad 2024.,4,1
69433,Libertad 123.,0,2
40064-085,Bra$il 987.,0,2
7777,AMerica 2024.,4,1
53678-084,DO Porto 2468.,4,2
7340714,AMerica #999.,5,1
0710,Independencia 2468.,2,2
9277,Revolucion 456.,1,2
1505,Bolivar 987.,0,1
4059,Del $ol 123.,5,2
1703579,Del $ol 1357.,5,2
4275983,Independencia 123.,0,2
E1000QHE,Los Andes 456.,0,1
1050,Bolivar 2468.,6,2
Q55X4WKM,Atlantico 2468.,0,1
3X0624,Atlantico #999.,6,1
4103X,Pacifico 456.,5,1
023519,San Martin 456.,4,2
7X055,Independencia #999.,1,1
16097,Del $ol 2468.,4,1
90919-889,Paulista #999.,3,2
18830,AMerica 2024.,6,1
19869,Bolivar 456.,6,1
Z4082TGV,Pacifico 456.,3,2
10203-302,Das Pedras 987.,5,2
06226-609,Ouvidor #999.,0,1
X7803-877,Rio Branco 987.,0,2
600199,Los Andes 987.,5,1
046398,Independencia 456.,0,2
G237XKIK,AMerica 456.,0,1
X872,Pacifico 2468.,0,1
0X977-470,Oscar Freire 1357.,5,1
9X6077,Libertad 2024.,6,1
77540,Revolucion #999.,6,2
Q3267TLH,Atlantico 987.,0,1
99352-173,Rio Branco 456.,1,1
74494-872,Oscar Freire 123.,2,1
T4764JGU,AMerica 2468.,1,1
2X43,Atlantico 2024.,1,2
3403599,Atlantico #999.,0,2
73066-648,Das Flores 987.,1,2
X410721,Independencia 987.,0,2
73893-178,Das Flores 2024.,6,1
55405,Los Andes 2024.,3,1
8130722,San Martin 123.,4,1
8255,Del $ol 1357.,5,2
A0280FZZ,Bolivar #999.,3,1
2102509,Bolivar 456.,6,2
4991,Independencia 456.,3,2
951257,Libertad 456.,6,2
9X10923,Pacifico 2468.,3,2
7366956,Pacifico 123.,4,2
E5020QEF,San Martin 987.,3,2
90857,Del $ol 123.,1,2
X097980,Del $ol 456.,6,2
2833231,Revolucion 987.,3,2
P8237FQI,Del $ol 987.,1,2
697X964,Bolivar 123.,0,2
11787,Del $ol 1357.,6,1
3146X,Libertad #999.,5,1
B20X7DBC,Libertad 2024.,0,2
60979-057,Rio Branco 2024.,1,2
05107,Independencia 1357.,1,2
30500-469,Das Pedras #999.,1,1
M6844HFT,Libertad 987.,5,2
9906700,AMerica 987.,3,2
46159-434,Rio Branco 2024.,1,1
12280,San Martin 2024.,2,2
28709,Libertad 456.,5,1
Z8730NUX,Atlantico 2468.,4,1
0496X,Independencia 456.,3,1
0335174,Atlantico 456.,6,1
30025,Pacifico 1357.,6,1
41X20-842,Vieira Souto #999.,4,1
F4600UNJ,Atlantico 2024.,5,2
2382104,Los Andes 1357.,6,1
98X780,Independencia 123.,1,2
774X4-407,DO Porto 456.,0,2
0254,AMerica 2024.,1,2
2X00870,Pacifico #999.,0,2
E9086XBH,Libertad 123.,4,2
10665-280,Das Flores 2468.,1,1
803908,San Martin 123.,3,2
02009-308,Rio Branco 1357.,2,1
11X7374,Del $ol 2468.,4,1
32010,Del $ol 2024.,0,2
V2350MMP,Libertad 2024.,5,1
88203-869,Rio Branco 2024.,0,1
U7139YCE,AMerica 456.,2,1
70159,Del $ol 2024.,5,1
74080-968,Das Pedras 456.,0,2
0253,Independencia 2468.,6,1
20529,Del $ol 123.,6,2
F9240ADA,Revolucion 987.,1,2
80097-00X,Das Pedras 987.,4,2
44516,San Martin 456.,6,2
3X15X4,Independencia #999.,2,1
630990,Pacifico 1357.,2,2
3301,Independencia 987.,2,2
X212241,Independencia #999.,6,2
149493,Del $ol 2024.,2,2
C7844VUO,San Martin 456.,0,2
9554503,Del $ol 123.,5,1
95040-788,Oscar Freire 2468.,4,2
20312X8,Del $ol 456.,3,2
03086-980,Das Pedras 2024.,0,1
6233309,Revolucion 2024.,5,2
054239,Independencia 456.,2,1
X6089KCV,Atlantico 456.,1,2
45134,San Martin 2024.,2,1
9856861,Atlantico 2024.,1,1
K9086EIX,Los Andes #999.,0,1
1378X6,Revolucion 123.,2,2
40839-006,DO Porto 1357.,0,1
44794,AMerica 987.,4,1
584162,Libertad 987.,2,1
T5986JZF,Revolucion 987.,0,1
85696,San Martin 2024.,3,1
19124,Bolivar 456.,0,1
9170,Pacifico 456.,6,1
50988,Los Andes 2468.,3,2
51017-6X6,Bra$il #999.,6,1
91832-033,Ouvidor 2024.,6,2
5750X-852,Das Pedras #999.,5,2
5X0044,Del $ol 123.,4,1
297714,Libertad 123.,4,1
063X,Los Andes 987.,6,1
2806,Atlantico 1357.,0,1
15931-255,Rio Branco 123.,3,1
3165,Independencia 2468.,2,1
90860,Los Andes #999.,6,1
447X738,Atlantico 1357.,4,2
802972,Revolucion 1357.,0,1
7236301,Pacifico 2468.,3,1
876950,Revolucion 987.,4,2
06975,Libertad 987.,0,1
71751,San Martin 123.,4,2
A9646XUM,Pacifico 2468.,3,2
271X,Libertad 2468.,3,2
32673-201,Rio Branco 987.,3,2
968X54,Del $ol 1357.,1,2
92480-120,DO Porto 456.,1,1
X8622-397,Das Flores #999.,3,2
